Trade,Time
87433,25
87434,4
87435,43
87436,54
87437,12
87438,6
87439,32
87440,25
87441,51
87442,23
87443,20
87444,38
87445,9
87446,4
87447,45
87448,101
87449,6
87450,36
87451,25
87452,26
87453,6
87454,3
87455,9
87456,6
87457,32
87458,11
87459,23
87460,3
87461,12
87462,33
87463,6
87464,28
87465,4
87466,6
87467,6
87468,2
87469,20
87470,6
87471,6
87472,26
87473,16
87474,19
87475,12
87476,11
87477,22
87478,31
87479,3
87480,20
87481,12
87482,23
87483,26
87484,12
87485,20
87486,54
87487,95
87488,6
87489,4
87490,2
87491,67
87492,13
87493,45
87494,18
87495,20
87496,11
87497,26
87498,15
87499,3
87500,60
87501,2
87502,26
87503,10
87504,6
87505,9
87506,9
87507,75
87508,6
87509,62
87510,12
87511,23
87512,2
87513,86
87514,39
87515,54
87516,6
87517,12
87518,3
87519,16
87520,2
87521,52
87522,33
87523,37
87524,2
87525,21
87526,24
87527,12
87528,56
87529,3
87530,12
87531,23
87532,12
87533,84
87534,10
87535,31
87536,39
87537,11
87538,42
87539,4
87540,18
87541,9
87542,18
87543,13
87544,20
87545,19
87546,69
87547,6
87548,18
87549,25
87550,3
87551,20
87552,73
87553,3
87554,5
87555,36
87556,6
87557,33
87558,59
87559,5
87560,19
87561,5
87562,61
87563,24
87564,6
87565,20
87566,29
87567,29
87568,31
87569,9
87570,102
87571,19
87572,13
87573,38
87574,49
87575,15
87576,18
87577,13
87578,29
87579,45
87580,11
87581,10
87582,5
87583,20
87584,5
87585,2
87586,20
87587,2
87588,66
87589,171
87590,2
87591,9
87592,12
87593,40
87594,25
87595,2
87596,25
87597,2
87598,3
87599,26
87600,22
87601,46
87602,14
87603,14
87604,2
87605,5
87606,13
87607,2
87608,5
87609,117
87610,19
87611,12
87612,86
87613,34
87614,13
87615,86
87616,2
87617,27
87618,20
87619,5
87620,21
87621,13
87622,2
87623,31
87624,4
87625,18
87626,32
87627,18
87628,25
87629,6
87630,9
87631,38
87632,49
87633,6
87634,13
87635,41
87636,11
87637,39
87638,75
87639,60
87640,41
87641,18
87642,6
87643,13
87644,6
87645,26
87646,11
87647,21
87648,38
87649,9
87650,9
87651,27
87652,3
87653,12
87654,2
87655,21
87656,21
87657,18
87658,4
87659,59
87660,19
87661,39
87662,6
87663,20
87664,24
87665,40
87666,40
87667,29
87668,2
87669,6
87670,94
87671,6
87672,15
87673,69
87674,15
87675,65
87676,11
87677,58
87678,2
87679,3
87680,45
87681,2
87682,63
87683,21
87684,6
87685,22
87686,22
87687,9
87688,93
87689,18
87690,40
87691,70
87692,18
87693,2
87694,9
87695,40
87696,2
87697,55
87698,3
87699,21
87700,2
87701,20
87702,4
87703,3
87704,2
87705,19
87706,118
87707,2
87708,33
87709,4
87710,6
87711,18
87712,4
87713,24
87714,3
87715,69
87716,18
87717,3
87718,9
87719,12
87720,3
87721,2
87722,2
87723,20
87724,27
87725,50
87726,12
87727,20
87728,6
87729,3
87730,18
87731,64
87732,25
87733,21
87734,20
87735,71
87736,27
87737,33
87738,11
87739,37
87740,3
87741,25
87742,3
87743,49
87744,2
87745,51
87746,68
87747,28
87748,2
87749,36
87750,6
87751,21
87752,3
87753,3
87754,19
87755,15
87756,60
87757,20
87758,56
87759,2
87760,113
87761,12
87762,9
87763,6
87764,5
87765,5
87766,49
87767,18
87768,35
87769,2
87770,4
87771,4
87772,6
87773,85
87774,6
87775,12
87776,4
87777,6
87778,20
87779,2
87780,36
87781,26
87782,53
87783,2
87784,33
87785,18
87786,3
87787,49
87788,4
87789,18
87790,40
87791,2
87792,6
87793,20
87794,6
87795,20
87796,119
87797,9
87798,69
87799,77
87800,9
87801,30
87802,13
87803,23
87804,6
87805,12
87806,6
87807,20
87808,3
87809,2
87810,39
87811,6
87812,22
87813,13
87814,25
87815,9
87816,4
87817,23
87818,18
87819,4
87820,6
87821,19
87822,18
87823,18
87824,101
87825,20
87826,38
87827,74
87828,13
87829,4
87830,4
87831,2
87832,28
87833,12
87834,49
87835,5
87836,34
87837,16
87838,2
87839,45
87840,13
87841,44
87842,21
87843,24
87844,11
87845,37
87846,14
87847,20
87848,23
87849,13
87850,103
87851,18
87852,12
87853,6
87854,2
87855,16
87856,3
87857,32
87858,52
87859,9
87860,3
87861,18
87862,36
87863,3
87864,62
87865,2
87866,3
87867,48
87868,2
87869,13
87870,9
87871,18
87872,58
87873,68
87874,72
87875,20
87876,5
87877,2
87878,6
87879,13
87880,2
87881,2
87882,68
87883,39
87884,21
87885,2
87886,11
87887,2
87888,13
87889,6
87890,2
87891,6
87892,2
87893,12
87894,20
87895,6
87896,54
87897,25
87898,23
87899,25
87900,5
87901,25
87902,21
87903,19
87904,3
87905,6
87906,45
87907,56
87908,3
87909,32
87910,11
87911,6
87912,19
87913,12
87914,25
87915,111
87916,3
87917,57
87918,64
87919,18
87920,12
87921,6
87922,98
87923,20
87924,63
87925,21
87926,50
87927,20
87928,43
87929,12
87930,16
87931,69
87932,11
87933,35
87934,5
87935,9
87936,2
87937,9
87938,6
87939,2
87940,6
87941,99
87942,20
87943,18
87944,13
87945,121
87946,46
87947,53
87948,21
87949,20
87950,88
87951,29
87952,16
87953,69
87954,6
87955,42
87956,69
87957,20
87958,5
87959,15
87960,83
87961,12
87962,37
87963,6
87964,3
87965,69
87966,23
87967,2
87968,71
87969,32
87970,3
87971,14
87972,72
87973,6
87974,25
87975,26
87976,6
87977,12
87978,26
87979,18
87980,46
87981,15
87982,41
87983,4
87984,12
87985,32
87986,11
87987,68
87988,54
87989,46
87990,26
87991,50
87992,6
87993,29
87994,43
87995,42
87996,13
87997,27
87998,2
87999,5
88000,37
88001,5
88002,4
88003,2
88004,39
88005,25
88006,13
88007,28
88008,46
88009,25
88010,24
88011,14
88012,2
88013,42
88014,12
88015,11
88016,14
88017,6
88018,38
88019,2
88020,57
88021,12
88022,33
88023,35
88024,25
88025,9
88026,45
88027,19
88028,18
88029,26
88030,6
88031,28
88032,6
88033,16
88034,21
88035,6
88036,2
88037,38
88038,3
88039,6
88040,4
88041,73
88042,27
88043,6
88044,9
88045,25
88046,9
88047,40
88048,18
88049,3
88050,13
88051,4
88052,9
88053,9
88054,21
88055,57
88056,43
88057,34
88058,52
88059,3
88060,15
88061,5
88062,6
88063,2
88064,102
88065,14
88066,41
88067,6
88068,39
88069,49
88070,19
88071,5
88072,55
88073,9
88074,24
88075,12
88076,40
88077,6
88078,38
88079,70
88080,3
88081,5
88082,23
88083,18
88084,2
88085,21
88086,16
88087,3
88088,18
88089,18
88090,5
88091,21
88092,18
88093,12
88094,62
88095,6
88096,57
88097,6
88098,2
88099,6
88100,6
88101,11
88102,2
88103,3
88104,32
88105,14
88106,5
88107,56
88108,40
88109,2
88110,39
88111,2
88112,22
88113,12
88114,6
88115,6
88116,22
88117,18
88118,13
88119,26
88120,2
88121,19
88122,6
88123,6
88124,20
88125,6
88126,22
88127,34
88128,22
88129,3
88130,6
88131,23
88132,3
88133,5
88134,9
88135,33
88136,40
88137,2
88138,26
88139,6
88140,66
88141,2
88142,16
88143,6
88144,12
88145,55
88146,13
88147,120
88148,20
88149,18
88150,6
88151,19
88152,38
88153,12
88154,2
88155,2
88156,21
88157,53
88158,6
88159,32
88160,20
88161,20
88162,26
88163,5
88164,21
88165,6
88166,25
88167,5
88168,3
88169,17
88170,21
88171,13
88172,3
88173,12
88174,3
88175,49
88176,19
88177,2
88178,53
88179,40
88180,27
88181,17
88182,294
88183,6
88184,14
88185,35
88186,18
88187,39
88188,16
88189,10
88190,18
88191,2
88192,2
88193,15
88194,26
88195,13
88196,20
88197,95
88198,12
88199,25
88200,21
88201,45
88202,26
88203,52
88204,6
88205,18
88206,77
88207,25
88208,18
88209,28
88210,19
88211,5
88212,2
88213,14
88214,34
88215,18
88216,52
88217,70
88218,58
88219,14
88220,19
88221,11
88222,6
88223,9
88224,13
88225,74
88226,18
88227,23
88228,20
88229,2
88230,11
88231,19
88232,54
88233,37
88234,6
88235,23
88236,14
88237,5
88238,33
88239,11
88240,54
88241,18
88242,3
88243,6
88244,6
88245,4
88246,34
88247,29
88248,32
88249,24
88250,6
88251,3
88252,31
88253,52
88254,33
88255,25
88256,55
88257,13
88258,22
88259,3
88260,13
88261,3
88262,27
88263,6
88264,29
88265,41
88266,9
88267,68
88268,9
88269,14
88270,28
88271,70
88272,119
88273,13
88274,12
88275,85
88276,62
88277,25
88278,20
88279,20
88280,34
88281,20
88282,6
88283,9
88284,9
88285,9
88286,27
88287,12
88288,53
88289,13
88290,19
88291,65
88292,2
88293,2
88294,12
88295,36
88296,27
88297,2
88298,5
88299,12
88300,21
88301,16
88302,18
88303,13
88304,4
88305,16
88306,84
88307,49
88308,6
88309,6
88310,15
88311,6
88312,23
88313,6
88314,6
88315,77
88316,29
88317,65
88318,71
88319,6
88320,83
88321,3
88322,35
88323,31
88324,40
88325,23
88326,88
88327,6
88328,2
88329,38
88330,3
88331,5
88332,43
88333,18
88334,20
88335,19
88336,5
88337,67
88338,18
88339,13
88340,2
88341,25
88342,18
88343,3
88344,22
88345,6
88346,14
88347,290
88348,12
88349,13
88350,21
88351,53
88352,12
88353,6
88354,89
88355,17
88356,12
88357,3
88358,11
88359,59
88360,114
88361,129
88362,26
88363,11
88364,12
88365,6
88366,39
88367,24
88368,13
88369,19
88370,114
88371,18
88372,33
88373,11
88374,4
88375,23
88376,3
88377,4
88378,10
88379,58
88380,2
88381,37
88382,58
88383,50
88384,59
88385,10
88386,34
88387,38
88388,29
88389,20
88390,92
88391,96
88392,12
88393,93
88394,18
88395,13
88396,22
88397,31
88398,45
88399,2
88400,2
88401,68
88402,37
88403,33
88404,21
88405,91
88406,2
88407,9
88408,3
88409,27
88410,6
88411,2
88412,11
88413,5
88414,20
88415,2
88416,2
88417,41
88418,4
88419,13
88420,24
88421,6
88422,39
88423,2
88424,56
88425,20
88426,41
88427,9
88428,35
88429,5
88430,50
88431,5
88432,6
88433,22
88434,39
88435,25
88436,3
88437,76
88438,75
88439,18
88440,4
88441,2
88442,68
88443,12
88444,6
88445,2
88446,9
88447,44
88448,4
88449,3
88450,3
88451,4
88452,38
88453,34
88454,9
88455,5
88456,18
88457,6
88458,90
88459,94
88460,4
88461,84
88462,6
88463,25
88464,62
88465,6
88466,50
88467,18
88468,25
88469,2
88470,22
88471,9
88472,16
88473,4
88474,74
88475,49
88476,2
88477,15
88478,3
88479,2
88480,35
88481,5
88482,40
88483,13
88484,172
88485,25
88486,6
88487,2
88488,6
88489,16
88490,26
88491,9
88492,36
88493,34
88494,56
88495,9
88496,35
88497,31
88498,2
88499,20
88500,83
88501,2
88502,19
88503,12
88504,27
88505,2
88506,64
88507,22
88508,4
88509,83
88510,116
88511,41
88512,13
88513,4
88514,34
88515,12
88516,73
88517,31
88518,49
88519,6
88520,24
88521,6
88522,32
88523,60
88524,24
88525,3
88526,34
88527,21
88528,88
88529,3
88530,117
88531,4
88532,77
88533,3
88534,9
88535,26
88536,39
88537,46
88538,13
88539,25
88540,2
88541,4
88542,20
88543,4
88544,25
88545,34
88546,21
88547,2
88548,53
88549,9
88550,13
88551,9
88552,61
88553,29
88554,9
88555,42
88556,15
88557,2
88558,5
88559,2
88560,39
88561,70
88562,10
88563,2
88564,18
88565,4
88566,5
88567,5
88568,73
88569,13
88570,42
88571,49
88572,4
88573,2
88574,2
88575,32
88576,21
88577,6
88578,6
88579,37
88580,16
88581,17
88582,6
88583,3
88584,13
88585,32
88586,2
88587,6
88588,3
88589,18
88590,9
88591,12
88592,17
88593,88
88594,49
88595,22
88596,42
88597,40
88598,49
88599,21
88600,19
88601,36
88602,76
88603,5
88604,70
88605,2
88606,13
88607,24
88608,25
88609,3
88610,38
88611,6
88612,34
88613,76
88614,21
88615,13
88616,4
88617,20
88618,6
88619,5
88620,20
88621,19
88622,6
88623,23
88624,39
88625,16
88626,12
88627,26
88628,34
88629,16
88630,2
88631,58
88632,19
88633,34
88634,6
88635,6
88636,43
88637,10
88638,18
88639,12
88640,2
88641,12
88642,22
88643,6
88644,68
88645,20
88646,26
88647,3
88648,34
88649,20
88650,39
88651,74
88652,18
88653,13
88654,18
88655,6
88656,36
88657,6
88658,27
88659,33
88660,68
88661,2
88662,53
88663,19
88664,67
88665,6
88666,20
88667,13
88668,2
88669,5
88670,19
88671,31
88672,39
88673,41
88674,64
88675,20
88676,34
88677,15
88678,9
88679,16
88680,35
88681,11
88682,26
88683,9
88684,35
88685,18
88686,10
88687,31
88688,69
88689,20
88690,18
88691,6
88692,61
88693,2
88694,95
88695,13
88696,56
88697,6
88698,68
88699,5
88700,12
88701,15
88702,11
88703,20
88704,12
88705,2
88706,13
88707,69
88708,4
88709,12
88710,2
88711,43
88712,34
88713,55
88714,11
88715,24
88716,2
88717,6
88718,214
88719,4
88720,37
88721,13
88722,21
88723,12
88724,64
88725,18
88726,25
88727,28
88728,20
88729,21
88730,66
88731,2
88732,40
88733,21
88734,101
88735,12
88736,6
88737,39
88738,26
88739,2
88740,4
88741,33
88742,14
88743,23
88744,6
88745,29
88746,6
88747,68
88748,55
88749,12
88750,27
88751,2
88752,23
88753,26
88754,85
88755,11
88756,6
88757,85
88758,76
88759,3
88760,24
88761,9
88762,6
88763,89
88764,9
88765,10
88766,6
88767,6
88768,18
88769,4
88770,44
88771,13
88772,42
88773,64
88774,23
88775,65
88776,65
88777,12
88778,12
88779,5
88780,19
88781,53
88782,87
88783,3
88784,5
88785,19
88786,37
88787,81
88788,29
88789,13
88790,85
88791,45
88792,12
88793,37
88794,6
88795,21
88796,27
88797,19
88798,18
88799,2
88800,20
88801,13
88802,4
88803,39
88804,24
88805,6
88806,3
88807,38
88808,34
88809,21
88810,23
88811,3
88812,22
88813,39
88814,50
88815,36
88816,13
88817,11
88818,4
88819,2
88820,3
88821,18
88822,25
88823,2
88824,3
88825,39
88826,100
88827,23
88828,12
88829,9
88830,19
88831,29
88832,16
88833,2
88834,6
88835,6
88836,3
88837,18
88838,3
88839,6
88840,33
88841,4
88842,40
88843,18
88844,21
88845,16
88846,40
88847,6
88848,6
88849,2
88850,12
88851,9
88852,11
88853,6
88854,24
88855,113
88856,22
88857,15
88858,2
88859,56
88860,35
88861,12
88862,18
88863,5
88864,19
88865,16
88866,2
88867,4
88868,6
88869,9
88870,20
88871,12
88872,61
88873,2
88874,2
88875,3
88876,42
88877,6
88878,6
88879,3
88880,24
88881,18
88882,35
88883,10
88884,70
88885,45
88886,4
88887,13
88888,6
88889,57
88890,12
88891,9
88892,76
88893,29
88894,6
88895,6
88896,50
88897,16
88898,20
88899,2
88900,25
88901,34
88902,9
88903,39
88904,3
88905,6
88906,35
88907,2
88908,56
88909,26
88910,64
88911,4
88912,11
88913,16
88914,12
88915,6
88916,5
88917,3
88918,40
88919,25
88920,46
88921,3
88922,36
88923,6
88924,53
88925,2
88926,11
88927,6
88928,3
88929,3
88930,3
88931,9
88932,6
88933,11
88934,14
88935,6
88936,2
88937,12
88938,49
88939,3
88940,2
88941,20
88942,31
88943,12
88944,9
88945,25
88946,18
88947,5
88948,38
88949,35
88950,12
88951,16
88952,18
88953,13
88954,3
88955,3
88956,13
88957,40
88958,6
88959,34
88960,33
88961,36
88962,2
88963,13
88964,6
88965,20
88966,18
88967,2
88968,76
88969,66
88970,39
88971,6
88972,24
88973,2
88974,2
88975,13
88976,14
88977,18
88978,3
88979,2
88980,2
88981,2
88982,12
88983,12
88984,55
88985,42
88986,2
88987,34
88988,52
88989,19
88990,3
88991,34
88992,2
88993,6
88994,3
88995,18
88996,100
88997,29
88998,69
88999,24
89000,27
89001,3
89002,19
89003,9
89004,67
89005,11
89006,53
89007,46
89008,2
89009,92
89010,25
89011,3
89012,4
89013,41
89014,26
89015,6
89016,37
89017,159
89018,34
89019,28
89020,20
89021,9
89022,20
89023,25
89024,18
89025,18
89026,44
89027,24
89028,5
89029,23
89030,2
89031,37
89032,52
89033,23
89034,84
89035,6
89036,53
89037,43
89038,4
89039,31
89040,13
89041,47
89042,21
89043,3
89044,6
89045,39
89046,2
89047,6
89048,20
89049,60
89050,19
89051,36
89052,20
89053,2
89054,64
89055,3
89056,4
89057,12
89058,18
89059,46
89060,9
89061,2
89062,39
89063,18
89064,12
89065,37
89066,33
89067,19
89068,15
89069,6
89070,25
89071,6
89072,46
89073,85
89074,9
89075,4
89076,21
89077,4
89078,4
89079,25
89080,2
89081,11
89082,5
89083,36
89084,6
89085,33
89086,2
89087,9
89088,36
89089,116
89090,5
89091,6
89092,13
89093,12
89094,18
89095,2
89096,61
89097,37
89098,3
89099,19
89100,25
89101,92
89102,13
89103,2
89104,2
89105,5
89106,43
89107,20
89108,3
89109,12
89110,20
89111,87
89112,36
89113,82
89114,54
89115,13
89116,13
89117,102
89118,25
89119,73
89120,46
89121,19
89122,6
89123,2
89124,32
89125,21
89126,6
89127,53
89128,20
89129,37
89130,2
89131,6
89132,69
89133,39
89134,10
89135,66
89136,9
89137,48
89138,3
89139,22
89140,6
89141,12
89142,4
89143,36
89144,50
89145,34
89146,38
89147,4
89148,6
89149,19
89150,12
89151,53
89152,43
89153,2
89154,19
89155,21
89156,94
89157,38
89158,3
89159,6
89160,97
89161,194
89162,11
89163,2
89164,6
89165,20
89166,3
89167,21
89168,9
89169,18
89170,20
89171,93
89172,2
89173,26
89174,20
89175,2
89176,11
89177,11
89178,6
89179,6
89180,10
89181,12
89182,13
89183,36
89184,10
89185,21
89186,37
89187,47
89188,3
89189,21
89190,40
89191,21
89192,86
89193,174
89194,71
89195,2
89196,83
89197,24
89198,16
89199,2
89200,84
89201,32
89202,11
89203,13
89204,38
89205,33
89206,71
89207,5
89208,14
89209,5
89210,6
89211,39
89212,12
89213,86
89214,18
89215,103
89216,2
89217,6
89218,3
89219,5
89220,5
89221,98
89222,3
89223,27
89224,53
89225,21
89226,4
89227,21
89228,11
89229,52
89230,36
89231,3
89232,118
89233,20
89234,6
89235,44
89236,39
89237,5
89238,42
89239,68
89240,29
89241,22
89242,3
89243,13
89244,45
89245,20
89246,50
89247,4
89248,58
89249,25
89250,2
89251,15
89252,6
89253,33
89254,6
89255,6
89256,27
89257,40
89258,87
89259,86
89260,2
89261,29
89262,6
89263,12
89264,20
89265,20
89266,23
89267,23
89268,10
89269,20
89270,32
89271,3
89272,46
89273,4
89274,6
89275,70
89276,6
89277,37
89278,40
89279,36
89280,47
89281,82
89282,3
89283,91
89284,32
89285,57
89286,11
89287,37
89288,5
89289,6
89290,5
89291,93
89292,500
89293,9
89294,19
89295,20
89296,23
89297,84
89298,6
89299,11
89300,3
89301,6
89302,335
89303,34
89304,64
89305,61
89306,3
89307,4
89308,82
89309,10
89310,39
89311,52
89312,20
89313,72
89314,68
89315,20
89316,12
89317,12
89318,11
89319,6
89320,70
89321,16
89322,40
89323,6
89324,89
89325,48
89326,13
89327,98
89328,4
89329,40
89330,6
89331,19
89332,18
89333,17
89334,12
89335,11
89336,2
89337,13
89338,17
89339,5
89340,73
89341,25
89342,2
89343,19
89344,36
89345,75
89346,21
89347,3
89348,46
89349,26
89350,13
89351,10
89352,5
89353,15
89354,5
89355,18
89356,19
89357,47
89358,121
89359,2
89360,19
89361,27
89362,9
89363,3
89364,4
89365,5
89366,2
89367,20
89368,13
89369,67
89370,38
89371,2
89372,12
89373,36
89374,67
89375,62
89376,6
89377,3
89378,2
89379,2
89380,5
89381,14
89382,46
89383,32
89384,40
89385,16
89386,6
89387,20
89388,19
89389,12
89390,38
89391,2
89392,4
89393,20
89394,57
89395,4
89396,25
89397,2
89398,33
89399,3
89400,12
89401,13
89402,19
89403,90
89404,2
89405,13
89406,26
89407,20
89408,25
89409,12
89410,115
89411,43
89412,6
89413,3
89414,6
89415,36
89416,2
89417,45
89418,40
89419,6
89420,6
89421,61
89422,18
89423,13
89424,68
89425,12
89426,39
89427,21
89428,13
89429,22
89430,48
89431,19
89432,21
89433,36
89434,19
89435,24
89436,4
89437,12
89438,20
89439,70
89440,22
89441,12
89442,12
89443,18
89444,6
89445,36
89446,88
89447,6
89448,43
89449,26
89450,21
89451,37
89452,40
89453,4
89454,18
89455,38
89456,12
89457,21
89458,9
89459,15
89460,5
89461,6
89462,3
89463,69
89464,54
89465,28
89466,64
89467,9
89468,64
89469,39
89470,6
89471,2
89472,16
89473,5
89474,13
89475,20
89476,11
89477,38
89478,47
89479,21
89480,11
89481,20
89482,21
89483,46
89484,67
89485,4
89486,18
89487,15
89488,13
89489,91
89490,18
89491,3
89492,6
89493,19
89494,6
89495,11
89496,27
89497,23
89498,3
89499,3
89500,2
89501,13
89502,21
89503,3
89504,61
89505,12
89506,97
89507,3
89508,6
89509,285
89510,5
89511,4
89512,120
89513,18
89514,36
89515,13
89516,23
89517,6
89518,39
89519,43
89520,93
89521,14
89522,34
89523,34
89524,90
89525,45
89526,15
89527,23
89528,36
89529,9
89530,86
89531,18
89532,77
89533,2
89534,20
89535,86
89536,3
89537,5
89538,31
89539,39
89540,37
89541,21
89542,9
89543,6
89544,5
89545,20
89546,64
89547,50
89548,2
89549,10
89550,6
89551,20
89552,16
89553,43
89554,13
89555,9
89556,47
89557,2
89558,2
89559,13
89560,43
89561,23
89562,83
89563,18
89564,3
89565,39
89566,11
89567,18
89568,12
89569,6
89570,9
89571,20
89572,39
89573,14
89574,22
89575,23
89576,18
89577,85
89578,34
89579,38
89580,6
89581,13
89582,4
89583,82
89584,20
89585,58
89586,2
89587,12
89588,63
89589,21
89590,45
89591,6
89592,6
89593,4
89594,23
89595,21
89596,61
89597,14
89598,11
89599,50
89600,2
89601,38
89602,2
89603,33
89604,12
89605,21
89606,34
89607,189
89608,14
89609,21
89610,86
89611,32
89612,18
89613,56
89614,34
89615,12
89616,12
89617,54
89618,99
89619,2
89620,18
89621,11
89622,13
89623,3
89624,24
89625,78
89626,3
89627,21
89628,22
89629,46
89630,54
89631,6
89632,113
89633,47
89634,28
89635,3
89636,33
89637,88
89638,4
89639,4
89640,9
89641,9
89642,90
89643,6
89644,9
89645,13
89646,9
89647,3
89648,53
89649,19
89650,13
89651,83
89652,41
89653,39
89654,33
89655,68
89656,31
89657,6
89658,52
89659,20
89660,40
89661,59
89662,68
89663,3
89664,42
89665,6
89666,39
89667,2
89668,6
89669,10
89670,18
89671,18
89672,2
89673,25
89674,55
89675,20
89676,20
89677,4
89678,9
89679,14
89680,73
89681,14
89682,6
89683,26
89684,9
89685,5
89686,26
89687,13
89688,12
89689,2
89690,43
89691,15
89692,40
89693,19
89694,68
89695,25
89696,63
89697,62
89698,2
89699,3
89700,29
89701,6
89702,27
89703,36
89704,21
89705,12
89706,13
89707,20
89708,9
89709,22
89710,43
89711,23
89712,6
89713,26
89714,33
89715,2
89716,30
89717,81
89718,18
89719,75
89720,50
89721,4
89722,5
89723,68
89724,4
89725,12
89726,6
89727,6
89728,20
89729,10
89730,6
89731,74
89732,67
89733,4
89734,5
89735,12
89736,6
89737,3
89738,12
89739,18
89740,2
89741,3
89742,11
89743,20
89744,56
89745,6
89746,52
89747,9
89748,13
89749,3
89750,47
89751,37
89752,39
89753,9
89754,4
89755,2
89756,93
89757,6
89758,12
89759,32
89760,72
89761,10
89762,56
89763,20
89764,2
89765,71
89766,9
89767,2
89768,20
89769,31
89770,25
89771,12
89772,68
89773,36
89774,4
89775,13
89776,20
89777,18
89778,43
89779,2
89780,22
89781,18
89782,20
89783,2
89784,20
89785,25
89786,25
89787,34
89788,10
89789,5
89790,16
89791,55
89792,39
89793,27
89794,6
89795,2
89796,2
89797,4
89798,18
89799,23
89800,83
89801,34
89802,18
89803,44
89804,43
89805,6
89806,20
89807,37
89808,6
89809,3
89810,18
89811,6
89812,6
89813,29
89814,2
89815,33
89816,4
89817,12
89818,2
89819,6
89820,3
89821,19
89822,36
89823,9
89824,9
89825,2
89826,4
89827,12
89828,3
89829,2
89830,2
89831,53
89832,19
89833,36
89834,18
89835,11
89836,20
89837,19
89838,55
89839,6
89840,77
89841,14
89842,12
89843,25
89844,44
89845,2
89846,41
89847,6
89848,2
89849,33
89850,12
89851,60
89852,19
89853,6
89854,67
89855,42
89856,9
89857,33
89858,13
89859,32
89860,12
89861,45
89862,44
89863,42
89864,19
89865,18
89866,27
89867,18
89868,18
89869,33
89870,20
89871,2
89872,20
89873,44
89874,33
89875,49
89876,22
89877,21
89878,13
89879,6
89880,35
89881,51
89882,62
89883,21
89884,23
89885,6
89886,13
89887,22
89888,18
89889,3
89890,4
89891,46
89892,41
89893,61
89894,33
89895,85
89896,99
89897,4
89898,12
89899,12
89900,5
89901,35
89902,18
89903,43
89904,36
89905,46
89906,99
89907,5
89908,24
89909,18
89910,45
89911,2
89912,3
89913,5
89914,62
89915,37
89916,45
89917,87
89918,18
89919,27
89920,40
89921,13
89922,25
89923,20
89924,4
89925,12
89926,12
89927,4
89928,6
89929,48
89930,4
89931,3
89932,97
89933,21
89934,3
89935,56
89936,4
89937,2
89938,21
89939,34
89940,12
89941,6
89942,25
89943,16
89944,37
89945,36
89946,33
89947,6
89948,2
89949,16
89950,36
89951,38
89952,122
89953,2
89954,12
89955,23
89956,2
89957,12
89958,14
89959,6
89960,24
89961,6
89962,6
89963,26
89964,27
89965,17
89966,123
89967,14
89968,57
89969,6
89970,12
89971,23
89972,34
89973,47
89974,6
89975,13
89976,19
89977,100
89978,19
89979,2
89980,16
89981,3
89982,24
89983,22
89984,6
89985,23
89986,3
89987,6
89988,43
89989,6
89990,69
89991,12
89992,2
89993,3
89994,5
89995,43
89996,87
89997,4
89998,6
89999,71
90000,39
90001,18
90002,24
90003,19
90004,2
90005,44
90006,2
90007,4
90008,21
90009,6
90010,6
90011,72
90012,3
90013,5
90014,3
90015,38
90016,9
90017,2
90018,21
90019,38
90020,6
90021,13
90022,13
90023,516
90024,36
90025,4
90026,22
90027,13
90028,69
90029,2
90030,24
90031,36
90032,6
90033,9
90034,2
90035,3
90036,4
90037,40
90038,3
90039,49
90040,65
90041,90
90042,18
90043,16
90044,40
90045,37
90046,11
90047,24
90048,62
90049,36
90050,39
90051,44
90052,26
90053,13
90054,27
90055,27
90056,18
90057,52
90058,22
90059,37
90060,20
90061,31
90062,12
90063,22
90064,55
90065,34
90066,83
90067,18
90068,9
90069,103
90070,12
90071,39
90072,3
90073,11
90074,6
90075,19
90076,23
90077,2
90078,9
90079,18
90080,12
90081,2
90082,18
90083,3
90084,46
90085,6
90086,33
90087,17
90088,2
90089,21
90090,5
90091,12
90092,23
90093,12
90094,3
90095,12
90096,2
90097,2
90098,21
90099,42
90100,15
90101,2
90102,21
90103,42
90104,21
90105,61
90106,6
90107,25
90108,18
90109,11
90110,13
90111,20
90112,3
90113,63
90114,13
90115,9
90116,14
90117,23
90118,38
90119,6
90120,64
90121,61
90122,12
90123,37
90124,18
90125,6
90126,31
90127,6
90128,3
90129,11
90130,45
90131,40
90132,16
90133,36
90134,6
90135,4
90136,12
90137,13
90138,13
90139,24
90140,2
90141,64
90142,18
90143,6
90144,55
90145,4
90146,2
90147,34
90148,6
90149,9
90150,36
90151,24
90152,3
90153,21
90154,20
90155,51
90156,26
90157,47
90158,15
90159,22
90160,115
90161,51
90162,56
90163,13
90164,25
90165,4
90166,3
90167,3
90168,46
90169,49
90170,12
90171,17
90172,2
90173,41
90174,22
90175,43
90176,55
90177,11
90178,44
90179,6
90180,76
90181,9
90182,44
90183,40
90184,12
90185,3
90186,15
90187,121
90188,3
90189,34
90190,28
90191,74
90192,12
90193,37
90194,93
90195,41
90196,6
90197,6
90198,28
90199,21
90200,33
90201,39
90202,5
90203,3
90204,3
90205,45
90206,3
90207,21
90208,16
90209,6
90210,54
90211,2
90212,2
90213,9
90214,25
90215,18
90216,58
90217,36
90218,16
90219,12
90220,33
90221,12
90222,20
90223,40
90224,2
90225,3
90226,28
90227,25
90228,38
90229,5
90230,11
